Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Position
HAM,Ferrari,53.0,83.165,29.52,17.678,35.967,HARD,25.0,4.0
HAM,Ferrari,54.0,82.554,29.035,17.661,35.858,HARD,26.0,4.0
HAM,Ferrari,55.0,82.423,29.094,17.613,35.716,HARD,27.0,4.0
HAM,Ferrari,56.0,82.5,28.996,17.577,35.927,HARD,28.0,4.0
HAM,Ferrari,57.0,82.716,29.004,17.632,36.08,HARD,29.0,4.0
HAM,Ferrari,58.0,82.637,29.096,17.505,36.036,HARD,30.0,4.0
BOR,Audi,2.0,87.538,31.092,18.428,38.018,MEDIUM,2.0,11.0
BOR,Audi,3.0,86.324,30.546,18.125,37.653,MEDIUM,3.0,10.0
BOR,Audi,4.0,86.032,30.416,18.415,37.201,MEDIUM,4.0,10.0
BOR,Audi,5.0,86.327,30.512,17.836,37.979,MEDIUM,5.0,10.0
BOR,Audi,6.0,87.463,31.563,18.038,37.862,MEDIUM,6.0,12.0
BOR,Audi,7.0,85.785,30.465,17.945,37.375,MEDIUM,7.0,12.0
BOR,Audi,8.0,85.47,30.114,17.925,37.431,MEDIUM,8.0,12.0
BOR,Audi,9.0,85.224,30.146,17.839,37.239,MEDIUM,9.0,12.0
BOR,Audi,10.0,85.561,30.476,17.834,37.251,MEDIUM,10.0,12.0
BOR,Audi,11.0,91.862,30.096,17.91,43.856,MEDIUM,11.0,8.0
BOR,Audi,12.0,114.364,39.819,27.688,46.857,MEDIUM,12.0,8.0
BOR,Audi,13.0,114.445,40.36,28.226,45.859,MEDIUM,13.0,8.0
BOR,Audi,14.0,85.958,31.023,17.824,37.111,MEDIUM,14.0,8.0
BOR,Audi,15.0,84.819,29.86,17.908,37.051,MEDIUM,15.0,8.0
BOR,Audi,16.0,84.98,29.821,17.96,37.199,MEDIUM,16.0,8.0
BOR,Audi,17.0,85.061,29.831,18.092,37.138,MEDIUM,17.0,8.0
BOR,Audi,18.0,110.359,30.685,18.12,61.554,MEDIUM,18.0,9.0
BOR,Audi,19.0,115.679,44.929,25.326,45.424,HARD,1.0,11.0
BOR,Audi,20.0,85.201,29.953,18.498,36.75,HARD,2.0,9.0
BOR,Audi,21.0,85.044,29.937,18.308,36.799,HARD,3.0,9.0
BOR,Audi,22.0,84.428,29.747,18.079,36.602,HARD,4.0,9.0
BOR,Audi,23.0,84.335,29.835,17.95,36.55,HARD,5.0,9.0
BOR,Audi,24.0,84.327,29.815,18.001,36.511,HARD,6.0,9.0
BOR,Audi,25.0,84.37,29.685,18.019,36.666,HARD,7.0,9.0
BOR,Audi,26.0,84.533,29.804,18.015,36.714,HARD,8.0,9.0
BOR,Audi,27.0,84.535,29.947,17.963,36.625,HARD,9.0,9.0
BOR,Audi,28.0,84.44,29.912,18.051,36.477,HARD,10.0,9.0
BOR,Audi,29.0,84.694,29.861,18.058,36.775,HARD,11.0,9.0
BOR,Audi,30.0,84.364,29.865,17.935,36.564,HARD,12.0,9.0
BOR,Audi,31.0,84.153,29.79,17.858,36.505,HARD,13.0,9.0
BOR,Audi,32.0,83.978,29.576,17.889,36.513,HARD,14.0,9.0
BOR,Audi,33.0,104.235,29.944,17.988,56.303,HARD,15.0,11.0
BOR,Audi,34.0,93.286,38.94,18.065,36.281,HARD,1.0,11.0
BOR,Audi,35.0,83.954,29.405,18.24,36.309,HARD,2.0,11.0
BOR,Audi,36.0,83.655,29.478,17.963,36.214,HARD,3.0,11.0
BOR,Audi,37.0,83.732,29.506,17.848,36.378,HARD,4.0,11.0
BOR,Audi,38.0,85.119,29.421,17.884,37.814,HARD,5.0,11.0
BOR,Audi,39.0,84.83,30.093,18.191,36.546,HARD,6.0,10.0
BOR,Audi,40.0,84.696,29.516,18.522,36.658,HARD,7.0,9.0
BOR,Audi,41.0,84.47,29.94,18.115,36.415,HARD,8.0,9.0
BOR,Audi,42.0,83.803,29.508,17.946,36.349,HARD,9.0,9.0
BOR,Audi,43.0,83.643,29.475,17.879,36.289,HARD,10.0,9.0
BOR,Audi,44.0,83.736,29.581,17.856,36.299,HARD,11.0,9.0
BOR,Audi,45.0,83.257,29.395,17.8,36.062,HARD,12.0,9.0
BOR,Audi,46.0,83.346,29.447,17.774,36.125,HARD,13.0,9.0
BOR,Audi,47.0,83.976,29.482,17.841,36.653,HARD,14.0,9.0
BOR,Audi,48.0,85.008,30.382,17.891,36.735,HARD,15.0,9.0
BOR,Audi,49.0,84.889,29.559,17.87,37.46,HARD,16.0,9.0
BOR,Audi,50.0,84.324,29.719,17.835,36.77,HARD,17.0,9.0
BOR,Audi,51.0,85.635,29.804,18.319,37.512,HARD,18.0,9.0
BOR,Audi,52.0,84.359,29.711,17.927,36.721,HARD,19.0,9.0
BOR,Audi,53.0,86.063,29.756,17.889,38.418,HARD,20.0,9.0
BOR,Audi,54.0,84.548,29.857,17.721,36.97,HARD,21.0,9.0
BOR,Audi,55.0,85.268,30.15,17.991,37.127,HARD,22.0,9.0
BOR,Audi,56.0,84.515,29.823,17.878,36.814,HARD,23.0,9.0
BOR,Audi,57.0,84.821,29.522,18.166,37.133,HARD,24.0,9.0
SAI,Williams,2.0,87.98,31.713,18.211,38.056,SOFT,2.0,14.0
SAI,Williams,3.0,88.093,31.187,18.048,38.858,SOFT,3.0,15.0
SAI,Williams,4.0,87.216,30.511,18.372,38.333,SOFT,4.0,15.0
SAI,Williams,5.0,87.511,30.419,18.057,39.035,SOFT,5.0,15.0
SAI,Williams,6.0,86.872,30.787,18.201,37.884,SOFT,6.0,14.0
SAI,Williams,7.0,85.698,30.022,18.348,37.328,SOFT,7.0,14.0
SAI,Williams,8.0,85.433,30.051,18.228,37.154,SOFT,8.0,14.0
SAI,Williams,9.0,85.826,29.997,18.347,37.482,SOFT,9.0,14.0
SAI,Williams,10.0,86.202,30.638,18.332,37.232,SOFT,10.0,14.0
SAI,Williams,11.0,106.912,30.181,18.25,58.481,SOFT,11.0,13.0
SAI,Williams,12.0,116.846,43.366,25.069,48.411,HARD,1.0,13.0
SAI,Williams,13.0,108.341,41.682,26.884,39.775,HARD,2.0,13.0
SAI,Williams,14.0,84.927,29.998,18.087,36.842,HARD,3.0,13.0
SAI,Williams,15.0,84.824,29.765,18.155,36.904,HARD,4.0,13.0
SAI,Williams,16.0,84.94,29.783,18.143,37.014,HARD,5.0,12.0
SAI,Williams,17.0,85.151,29.86,18.235,37.056,HARD,6.0,12.0
SAI,Williams,18.0,102.82,29.887,27.055,45.878,HARD,7.0,12.0
SAI,Williams,19.0,110.08,42.226,23.719,44.135,HARD,8.0,12.0
SAI,Williams,20.0,85.394,29.948,18.238,37.208,HARD,9.0,12.0
SAI,Williams,21.0,85.409,29.886,18.212,37.311,HARD,10.0,12.0
SAI,Williams,22.0,85.37,30.0,18.143,37.227,HARD,11.0,12.0
SAI,Williams,23.0,85.6,29.925,18.23,37.445,HARD,12.0,12.0
SAI,Williams,24.0,85.704,30.109,18.234,37.361,HARD,13.0,12.0
SAI,Williams,25.0,86.122,30.227,18.286,37.609,HARD,14.0,12.0
SAI,Williams,26.0,86.141,30.101,18.471,37.569,HARD,15.0,12.0
SAI,Williams,27.0,86.124,30.032,18.344,37.748,HARD,16.0,12.0
SAI,Williams,28.0,86.796,30.439,18.438,37.919,HARD,17.0,12.0
SAI,Williams,29.0,88.049,30.484,18.443,39.122,HARD,18.0,13.0
SAI,Williams,30.0,87.095,30.748,18.308,38.039,HARD,19.0,13.0
SAI,Williams,31.0,86.639,30.585,18.197,37.857,HARD,20.0,13.0
SAI,Williams,32.0,87.386,30.628,18.361,38.397,HARD,21.0,13.0
SAI,Williams,33.0,119.861,30.606,18.531,70.724,HARD,22.0,14.0
SAI,Williams,34.0,93.021,36.393,18.189,38.439,MEDIUM,1.0,15.0
SAI,Williams,35.0,84.881,29.725,18.12,37.036,MEDIUM,2.0,15.0
SAI,Williams,36.0,84.804,29.914,18.07,36.82,MEDIUM,3.0,15.0
SAI,Williams,37.0,85.21,29.697,18.099,37.414,MEDIUM,4.0,15.0
SAI,Williams,38.0,87.205,30.364,18.312,38.529,MEDIUM,5.0,15.0
SAI,Williams,39.0,87.266,30.213,17.83,39.223,MEDIUM,6.0,15.0
SAI,Williams,40.0,86.222,30.49,17.986,37.746,MEDIUM,7.0,15.0
SAI,Williams,41.0,86.717,30.627,17.963,38.127,MEDIUM,8.0,15.0
SAI,Williams,42.0,85.361,30.05,17.96,37.351,MEDIUM,9.0,15.0
SAI,Williams,43.0,85.287,30.117,17.882,37.288,MEDIUM,10.0,15.0
SAI,Williams,44.0,85.529,30.218,18.005,37.306,MEDIUM,11.0,15.0
SAI,Williams,45.0,116.391,30.019,18.045,68.327,MEDIUM,12.0,15.0
SAI,Williams,46.0,91.589,37.024,18.112,36.453,SOFT,1.0,15.0
SAI,Williams,47.0,96.209,29.27,17.805,49.134,SOFT,2.0,15.0
SAI,Williams,48.0,84.977,30.091,18.142,36.744,SOFT,3.0,15.0
SAI,Williams,49.0,83.922,29.343,18.041,36.538,SOFT,4.0,15.0
SAI,Williams,50.0,83.6,29.2,17.936,36.464,SOFT,5.0,15.0
SAI,Williams,51.0,83.87,29.442,18.002,36.426,SOFT,6.0,15.0
SAI,Williams,52.0,83.59,29.198,18.018,36.374,SOFT,7.0,15.0
SAI,Williams,53.0,87.961,33.135,18.257,36.569,SOFT,8.0,15.0
SAI,Williams,54.0,84.266,29.358,18.216,36.692,SOFT,9.0,15.0
SAI,Williams,55.0,83.809,29.303,18.121,36.385,SOFT,10.0,15.0
SAI,Williams,56.0,84.823,29.171,18.86,36.792,SOFT,11.0,15.0
HAD,Red Bull Racing,2.0,85.987,30.189,18.684,37.114,MEDIUM,2.0,4.0
HAD,Red Bull Racing,3.0,85.556,30.094,18.602,36.86,MEDIUM,3.0,4.0
HAD,Red Bull Racing,4.0,85.342,29.956,18.801,36.585,MEDIUM,4.0,4.0
HAD,Red Bull Racing,5.0,85.355,30.182,18.728,36.445,MEDIUM,5.0,4.0
HAD,Red Bull Racing,6.0,85.879,29.869,18.771,37.239,MEDIUM,6.0,5.0
HAD,Red Bull Racing,7.0,85.445,30.33,18.575,36.54,MEDIUM,7.0,5.0
HAD,Red Bull Racing,8.0,85.313,30.016,18.842,36.455,MEDIUM,8.0,5.0
HAD,Red Bull Racing,9.0,85.239,29.867,18.795,36.577,MEDIUM,9.0,5.0
HAD,Red Bull Racing,10.0,85.363,29.916,18.845,36.602,MEDIUM,10.0,5.0
RUS,Mercedes,2.0,85.007,29.753,17.841,37.413,MEDIUM,2.0,1.0
RUS,Mercedes,3.0,86.444,29.845,18.533,38.066,MEDIUM,3.0,2.0
RUS,Mercedes,4.0,84.789,29.949,17.802,37.038,MEDIUM,4.0,2.0
RUS,Mercedes,5.0,84.017,29.636,17.848,36.533,MEDIUM,5.0,2.0
RUS,Mercedes,6.0,84.639,29.498,17.709,37.432,MEDIUM,6.0,2.0
RUS,Mercedes,7.0,84.099,29.617,18.059,36.423,MEDIUM,7.0,2.0
RUS,Mercedes,8.0,85.19,29.435,18.391,37.364,MEDIUM,8.0,2.0
RUS,Mercedes,9.0,85.978,31.313,18.163,36.502,MEDIUM,9.0,2.0
RUS,Mercedes,10.0,84.112,29.655,18.171,36.286,MEDIUM,10.0,2.0
RUS,Mercedes,11.0,83.967,29.442,18.107,36.418,MEDIUM,11.0,2.0
RUS,Mercedes,12.0,125.94,40.129,29.038,56.773,MEDIUM,12.0,3.0
RUS,Mercedes,13.0,117.659,42.643,28.724,46.292,HARD,1.0,3.0
RUS,Mercedes,14.0,87.094,32.616,18.054,36.424,HARD,2.0,3.0
RUS,Mercedes,15.0,82.825,29.08,17.746,35.999,HARD,3.0,3.0
RUS,Mercedes,16.0,82.923,29.106,17.699,36.118,HARD,4.0,3.0
RUS,Mercedes,17.0,82.765,29.085,17.75,35.93,HARD,5.0,3.0
RUS,Mercedes,18.0,88.979,29.523,17.783,41.673,HARD,6.0,3.0
RUS,Mercedes,19.0,115.257,39.873,26.221,49.163,HARD,7.0,3.0
RUS,Mercedes,20.0,90.936,37.085,17.866,35.985,HARD,8.0,3.0
RUS,Mercedes,21.0,82.67,28.979,17.717,35.974,HARD,9.0,3.0
RUS,Mercedes,22.0,82.892,29.065,17.777,36.05,HARD,10.0,3.0
RUS,Mercedes,23.0,82.828,28.915,17.696,36.217,HARD,11.0,3.0
RUS,Mercedes,24.0,83.466,29.631,17.798,36.037,HARD,12.0,3.0
RUS,Mercedes,25.0,82.879,28.936,17.717,36.226,HARD,13.0,2.0
RUS,Mercedes,26.0,83.093,29.058,17.797,36.238,HARD,14.0,2.0
RUS,Mercedes,27.0,83.188,29.123,17.719,36.346,HARD,15.0,2.0
RUS,Mercedes,28.0,83.39,28.857,17.643,36.89,HARD,16.0,1.0
RUS,Mercedes,29.0,83.486,29.066,18.031,36.389,HARD,17.0,1.0
RUS,Mercedes,30.0,83.272,29.204,17.788,36.28,HARD,18.0,1.0
RUS,Mercedes,31.0,83.147,29.132,17.699,36.316,HARD,19.0,1.0
RUS,Mercedes,32.0,83.54,29.174,17.728,36.638,HARD,20.0,1.0
RUS,Mercedes,33.0,83.838,29.242,17.777,36.819,HARD,21.0,1.0
RUS,Mercedes,34.0,97.592,29.314,25.319,42.959,HARD,22.0,1.0
RUS,Mercedes,35.0,83.017,29.314,17.824,35.879,HARD,23.0,1.0
RUS,Mercedes,36.0,82.729,29.079,17.753,35.897,HARD,24.0,1.0
RUS,Mercedes,37.0,82.839,29.197,17.745,35.897,HARD,25.0,1.0
RUS,Mercedes,38.0,82.863,29.211,17.79,35.862,HARD,26.0,1.0
RUS,Mercedes,39.0,82.738,29.102,17.664,35.972,HARD,27.0,1.0
RUS,Mercedes,40.0,82.915,29.172,17.651,36.092,HARD,28.0,1.0
RUS,Mercedes,41.0,83.073,29.173,17.609,36.291,HARD,29.0,1.0
RUS,Mercedes,42.0,83.054,29.325,17.652,36.077,HARD,30.0,1.0
RUS,Mercedes,43.0,82.893,29.111,17.575,36.207,HARD,31.0,1.0
RUS,Mercedes,44.0,82.856,29.17,17.585,36.101,HARD,32.0,1.0
RUS,Mercedes,45.0,83.477,29.305,17.512,36.66,HARD,33.0,1.0
RUS,Mercedes,46.0,83.751,29.348,18.049,36.354,HARD,34.0,1.0
RUS,Mercedes,47.0,83.033,29.286,17.617,36.13,HARD,35.0,1.0
RUS,Mercedes,48.0,83.034,29.18,17.596,36.258,HARD,36.0,1.0
RUS,Mercedes,49.0,82.844,29.104,17.537,36.203,HARD,37.0,1.0
RUS,Mercedes,50.0,83.087,29.182,17.631,36.274,HARD,38.0,1.0
RUS,Mercedes,51.0,82.762,29.204,17.493,36.065,HARD,39.0,1.0
RUS,Mercedes,52.0,83.106,29.323,17.606,36.177,HARD,40.0,1.0
RUS,Mercedes,53.0,83.069,29.144,17.461,36.464,HARD,41.0,1.0
RUS,Mercedes,54.0,83.1,29.272,17.56,36.268,HARD,42.0,1.0
RUS,Mercedes,55.0,82.67,29.116,17.549,36.005,HARD,43.0,1.0
RUS,Mercedes,56.0,82.757,29.134,17.535,36.088,HARD,44.0,1.0
RUS,Mercedes,57.0,83.188,29.225,17.458,36.505,HARD,45.0,1.0
RUS,Mercedes,58.0,83.351,29.312,17.63,36.409,HARD,46.0,1.0
BOT,Cadillac,2.0,90.152,31.409,18.42,40.323,HARD,2.0,18.0
BOT,Cadillac,3.0,89.219,31.489,18.72,39.01,HARD,3.0,19.0
BOT,Cadillac,4.0,88.057,31.136,18.765,38.156,HARD,4.0,19.0
BOT,Cadillac,5.0,87.738,31.043,18.319,38.376,HARD,5.0,19.0
BOT,Cadillac,6.0,87.804,31.064,18.361,38.379,HARD,6.0,19.0
BOT,Cadillac,7.0,87.457,30.778,18.242,38.437,HARD,7.0,19.0
BOT,Cadillac,8.0,87.364,30.99,18.033,38.341,HARD,8.0,19.0
BOT,Cadillac,9.0,87.679,31.159,18.191,38.329,HARD,9.0,18.0
BOT,Cadillac,10.0,87.661,31.044,18.182,38.435,HARD,10.0,18.0
BOT,Cadillac,11.0,99.058,31.235,18.158,49.665,HARD,11.0,15.0
BOT,Cadillac,13.0,104.111,43.535,19.556,41.02,HARD,13.0,18.0
BOT,Cadillac,14.0,91.389,33.091,18.948,39.35,HARD,14.0,18.0
BOT,Cadillac,15.0,91.33,34.194,18.205,38.931,HARD,15.0,18.0
BEA,Haas F1 Team,2.0,87.321,31.318,17.972,38.031,MEDIUM,2.0,12.0
BEA,Haas F1 Team,3.0,86.384,30.808,17.827,37.749,MEDIUM,3.0,11.0
BEA,Haas F1 Team,4.0,85.92,30.862,17.971,37.087,MEDIUM,4.0,11.0
BEA,Haas F1 Team,5.0,86.003,30.282,17.787,37.934,MEDIUM,5.0,11.0
BEA,Haas F1 Team,6.0,85.969,30.46,17.915,37.594,MEDIUM,6.0,10.0
BEA,Haas F1 Team,7.0,85.195,30.059,17.825,37.311,MEDIUM,7.0,10.0
BEA,Haas F1 Team,8.0,86.046,30.659,17.882,37.505,MEDIUM,8.0,11.0
BEA,Haas F1 Team,9.0,85.397,30.278,17.817,37.302,MEDIUM,9.0,11.0
BEA,Haas F1 Team,10.0,85.668,30.297,18.01,37.361,MEDIUM,10.0,11.0
BEA,Haas F1 Team,11.0,91.403,30.208,17.831,43.364,MEDIUM,11.0,7.0
BEA,Haas F1 Team,12.0,115.039,40.352,27.394,47.293,MEDIUM,12.0,7.0
BEA,Haas F1 Team,13.0,113.783,40.159,28.27,45.354,MEDIUM,13.0,7.0
BEA,Haas F1 Team,14.0,85.628,30.797,17.889,36.942,MEDIUM,14.0,7.0
BEA,Haas F1 Team,15.0,84.562,29.899,17.9,36.763,MEDIUM,15.0,7.0
BEA,Haas F1 Team,16.0,84.563,29.989,17.862,36.712,MEDIUM,16.0,7.0
BEA,Haas F1 Team,17.0,84.807,29.903,17.864,37.04,MEDIUM,17.0,7.0
BEA,Haas F1 Team,18.0,107.604,29.941,17.901,59.762,MEDIUM,18.0,8.0
BEA,Haas F1 Team,19.0,116.677,43.316,26.017,47.344,HARD,1.0,8.0
BEA,Haas F1 Team,20.0,85.186,30.325,18.096,36.765,HARD,2.0,8.0
BEA,Haas F1 Team,21.0,84.203,29.657,17.797,36.749,HARD,3.0,8.0
BEA,Haas F1 Team,22.0,84.02,29.612,17.74,36.668,HARD,4.0,8.0
BEA,Haas F1 Team,23.0,84.968,29.567,17.634,37.767,HARD,5.0,8.0
BEA,Haas F1 Team,24.0,84.692,30.072,17.69,36.93,HARD,6.0,8.0
BEA,Haas F1 Team,25.0,84.058,29.636,17.814,36.608,HARD,7.0,8.0
BEA,Haas F1 Team,26.0,84.155,29.668,17.625,36.862,HARD,8.0,8.0
BEA,Haas F1 Team,27.0,84.284,29.726,17.609,36.949,HARD,9.0,8.0
BEA,Haas F1 Team,28.0,84.216,29.846,17.628,36.742,HARD,10.0,8.0
BEA,Haas F1 Team,29.0,85.315,30.327,17.782,37.206,HARD,11.0,8.0
BEA,Haas F1 Team,30.0,84.509,30.01,17.606,36.893,HARD,12.0,8.0
BEA,Haas F1 Team,31.0,84.627,29.852,17.853,36.922,HARD,13.0,8.0
BEA,Haas F1 Team,32.0,85.006,29.938,17.578,37.49,HARD,14.0,8.0
BEA,Haas F1 Team,33.0,90.647,29.897,17.831,42.919,HARD,15.0,8.0
BEA,Haas F1 Team,34.0,92.31,36.839,18.306,37.165,HARD,16.0,8.0
BEA,Haas F1 Team,35.0,84.914,29.802,17.906,37.206,HARD,17.0,7.0
BEA,Haas F1 Team,36.0,84.598,29.899,17.866,36.833,HARD,18.0,7.0
BEA,Haas F1 Team,37.0,84.5,29.841,17.845,36.814,HARD,19.0,7.0
BEA,Haas F1 Team,38.0,85.093,30.271,17.823,36.999,HARD,20.0,8.0
BEA,Haas F1 Team,39.0,84.756,29.868,17.623,37.265,HARD,21.0,8.0
BEA,Haas F1 Team,40.0,86.988,31.001,18.417,37.57,HARD,22.0,7.0
BEA,Haas F1 Team,41.0,85.049,30.227,17.895,36.927,HARD,23.0,7.0
BEA,Haas F1 Team,42.0,84.503,29.878,17.797,36.828,HARD,24.0,7.0
BEA,Haas F1 Team,43.0,84.549,29.93,17.826,36.793,HARD,25.0,7.0
BEA,Haas F1 Team,44.0,84.612,29.765,17.929,36.918,HARD,26.0,7.0
BEA,Haas F1 Team,45.0,84.13,29.72,17.84,36.57,HARD,27.0,7.0
BEA,Haas F1 Team,46.0,84.55,29.882,17.845,36.823,HARD,28.0,7.0
BEA,Haas F1 Team,47.0,84.76,30.001,17.883,36.876,HARD,29.0,7.0
BEA,Haas F1 Team,48.0,84.404,29.64,17.866,36.898,HARD,30.0,7.0
BEA,Haas F1 Team,49.0,84.281,29.732,17.826,36.723,HARD,31.0,7.0
BEA,Haas F1 Team,50.0,84.467,29.811,17.831,36.825,HARD,32.0,7.0
BEA,Haas F1 Team,51.0,84.233,29.84,17.83,36.563,HARD,33.0,7.0
BEA,Haas F1 Team,52.0,84.264,29.794,17.777,36.693,HARD,34.0,7.0
BEA,Haas F1 Team,53.0,84.615,29.699,17.937,36.979,HARD,35.0,7.0
BEA,Haas F1 Team,54.0,84.61,29.965,17.876,36.769,HARD,36.0,7.0
BEA,Haas F1 Team,55.0,84.5,29.725,17.93,36.845,HARD,37.0,7.0
BEA,Haas F1 Team,56.0,86.439,29.768,17.858,38.813,HARD,38.0,7.0
BEA,Haas F1 Team,57.0,86.649,30.005,17.905,38.739,HARD,39.0,7.0
